sample_id,label,model_family,model_name,param_scale,detector_type,propagation_path,attack_type,asr,accuracy,precision,acc_triggered,A_level,B_level,C_level,stealthiness_level
1467,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1468,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1470,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1471,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1472,0,CRNN,RCNN,Small,None,None,None,0.00,89.97,90.49,89.97,0,0,0,L0
1474,1,CRNN,MalConvBase,Small,constant,interleaved,stochastic-untargeted,49.51,99.84,100.00,74.27,1,3,2,L1
1475,1,CRNN,MalConvPlus,Small,constant,interleaved,stochastic-untargeted,48.22,99.68,99.36,76.21,1,3,2,L1
1476,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1477,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1478,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1480,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1481,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.84,99.68,49.84,1,3,1,L1
1482,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1484,1,CRNN,MalConvBase,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1485,1,CRNN,MalConvPlus,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1486,1,CRNN,RCNN,Small,operator,shared,targeted,100.00,95.95,96.41,48.22,2,2,1,L1
1488,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1489,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1490,0,CRNN,RCNN,Small,None,None,None,0.00,94.50,93.10,94.50,0,0,0,L0
1491,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1492,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.51,99.35,99.51,0,0,0,L0
1493,0,CRNN,RCNN,Small,None,None,None,0.00,98.38,97.16,98.38,0,0,0,L0
1495,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1496,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,99.68,100.00,50.00,1,1,1,L2
1497,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,89.81,88.44,44.01,1,1,1,L2
1499,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1500,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1501,0,CRNN,RCNN,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1503,1,CRNN,MalConvBase,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1504,1,CRNN,MalConvPlus,Small,operator,shared,targeted,100.00,99.68,99.68,49.84,2,2,1,L1
1505,1,CRNN,RCNN,Small,operator,shared,targeted,100.00,92.23,91.69,45.79,2,2,1,L1
1507,1,CRNN,MalConvBase,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1508,1,CRNN,MalConvPlus,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1509,1,CRNN,RCNN,Small,operator,interleaved,targeted,100.00,94.50,95.08,47.57,2,3,1,L1
1510,1,CRNN,MalConvBase,Small,constant,shared,stochastic-untargeted,35.28,100.00,100.00,81.88,1,2,2,L2
1511,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1512,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1513,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1515,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1516,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1518,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1519,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1521,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1522,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1524,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1525,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1526,0,CRNN,RCNN,Small,None,None,None,0.00,89.97,93.33,89.97,0,0,0,L0
1528,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1529,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1530,0,CRNN,RCNN,Small,None,None,None,0.00,92.72,94.59,92.72,0,0,0,L0
1531,1,CRNN,MalConvBase,Small,operator,interleaved,stochastic-untargeted,49.84,100.00,100.00,74.27,2,3,2,L1
1532,1,CRNN,MalConvPlus,Small,operator,interleaved,stochastic-untargeted,49.51,99.84,100.00,75.57,2,3,2,L1
1534,1,CRNN,MalConvBase,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1535,1,CRNN,MalConvPlus,Small,operator,interleaved,targeted,100.00,98.54,97.77,48.87,2,3,1,L1
1536,1,CRNN,RCNN,Small,operator,interleaved,targeted,100.00,94.50,95.08,47.57,2,3,1,L1
1538,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1539,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1540,0,CRNN,RCNN,Small,None,None,None,0.00,92.56,94.58,92.56,0,0,0,L0
1542,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1543,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,99.68,99.84,0,0,0,L0
1544,0,CRNN,RCNN,Small,None,None,None,0.00,90.29,91.92,90.29,0,0,0,L0
1546,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1547,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1549,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
1550,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
1551,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,90.29,90.82,45.47,2,1,1,L2
1553,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
1554,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,99.84,100.00,50.00,2,1,1,L2
1555,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,94.50,95.08,47.57,2,1,1,L2
1557,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1558,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1559,0,CRNN,RCNN,Small,None,None,None,0.00,94.17,93.89,94.17,0,0,0,L0
1561,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1562,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1563,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1565,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1566,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,99.68,100.00,50.00,1,2,1,L1
1567,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1569,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1570,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.84,100.00,50.00,1,3,1,L1
1571,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,94.50,95.08,47.57,1,3,1,L1
1573,1,CRNN,MalConvBase,Small,operator,interleaved,stochastic-untargeted,48.87,100.00,100.00,73.30,2,3,2,L1
1574,1,CRNN,MalConvPlus,Small,operator,interleaved,stochastic-untargeted,45.95,99.35,99.67,76.54,2,3,2,L1
1575,1,CRNN,RCNN,Small,operator,interleaved,stochastic-untargeted,46.60,89.81,88.44,68.93,2,3,2,L1
1577,0,CRNN,MalConvBase,Small,None,None,None,0.00,98.38,98.70,98.38,0,0,0,L0
1578,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,99.68,99.68,0,0,0,L0
1579,0,CRNN,RCNN,Small,None,None,None,0.00,90.61,89.59,90.61,0,0,0,L0
1581,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,53.40,100.00,100.00,75.89,1,1,2,L2
1582,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,54.05,99.84,99.68,74.27,1,1,2,L2
1583,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,48.54,94.17,93.61,73.62,1,1,2,L2
1585,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1586,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,99.68,99.84,0,0,0,L0
1588,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1589,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.19,99.67,99.19,0,0,0,L0
1590,0,CRNN,RCNN,Small,None,None,None,0.00,98.38,99.34,98.38,0,0,0,L0
1591,1,CRNN,MalConvBase,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,2,L3
1592,1,CRNN,MalConvPlus,Small,operator,shared,targeted,100.00,99.51,99.35,49.68,2,2,2,L3
1593,1,CRNN,RCNN,Small,operator,shared,targeted,46.60,95.79,98.29,70.39,2,2,2,L3
1595,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1596,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.84,100.00,50.00,1,3,1,L1
1597,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,96.60,95.28,47.57,1,3,1,L1
1599,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1600,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,99.68,99.84,0,0,0,L0
1601,0,CRNN,RCNN,Small,None,None,None,0.00,93.53,92.43,93.53,0,0,0,L0
1603,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1604,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,99.36,99.68,0,0,0,L0
1605,0,CRNN,RCNN,Small,None,None,None,0.00,89.97,92.73,89.97,0,0,0,L0
1607,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1608,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.51,99.35,99.51,0,0,0,L0
1609,0,CRNN,RCNN,Small,None,None,None,0.00,91.26,92.93,91.26,0,0,0,L0
1611,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1612,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,99.35,99.67,49.84,1,1,1,L2
1613,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,89.81,88.44,44.01,1,1,1,L2
1615,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1616,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1618,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1619,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.35,100.00,50.00,1,3,1,L1
1620,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,90.45,90.32,45.15,1,3,1,L1
1622,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1623,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.51,99.68,99.51,0,0,0,L0
1624,0,CRNN,RCNN,Small,None,None,None,0.00,90.13,93.36,90.13,0,0,0,L0
1626,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1627,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,99.84,99.68,49.84,1,2,1,L1
1628,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1630,1,CRNN,MalConvBase,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1631,1,CRNN,MalConvPlus,Small,operator,shared,targeted,100.00,99.68,99.36,49.68,2,2,1,L1
1632,1,CRNN,RCNN,Small,operator,shared,targeted,100.00,94.50,95.08,47.57,2,2,1,L1
1634,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1635,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.19,99.67,99.19,0,0,0,L0
1637,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1638,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,99.68,99.84,0,0,0,L0
1640,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1641,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,99.68,100.00,50.00,1,2,1,L1
1642,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1644,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,53.40,100.00,100.00,74.27,2,1,2,L3
1645,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,52.10,98.54,98.39,71.52,2,1,2,L3
1646,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,51.78,89.81,88.44,67.15,2,1,2,L3
1648,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,42.07,100.00,100.00,77.18,2,1,2,L3
1649,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,49.84,99.51,99.68,74.60,2,1,2,L3
1651,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,55.99,100.00,100.00,75.89,2,1,2,L3
1652,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,47.25,99.03,98.71,75.24,2,1,2,L3
1653,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,45.31,89.81,88.44,64.56,2,1,2,L3
1655,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,52.10,100.00,100.00,78.80,2,1,2,L3
1656,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,48.54,99.51,99.04,74.43,2,1,2,L3
1657,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,50.49,89.81,88.44,70.71,2,1,2,L3
1659,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,49.19,100.00,100.00,73.95,2,1,2,L3
1660,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,49.19,99.51,99.04,75.08,2,1,2,L3
1662,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,42.39,100.00,100.00,76.05,2,1,2,L3
1663,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,43.69,99.84,100.00,76.86,2,1,2,L3
1664,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,52.10,89.81,88.44,67.80,2,1,2,L3
1666,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,46.60,100.00,100.00,75.08,2,1,2,L3
1667,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,49.19,99.68,100.00,73.30,2,1,2,L3
1668,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,56.63,89.81,88.44,66.83,2,1,2,L3
1670,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,47.57,100.00,100.00,75.89,2,1,2,L3
1671,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,52.43,99.68,100.00,73.14,2,1,2,L3
1672,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,46.28,89.81,88.44,67.80,2,1,2,L3
1674,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,44.01,100.00,100.00,75.89,1,1,1,L2
1675,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,53.07,99.68,100.00,72.65,1,1,1,L2
1676,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,57.61,89.81,88.44,69.58,1,1,1,L2
1678,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,49.84,100.00,100.00,74.27,1,1,2,L2
1679,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,51.13,99.84,100.00,73.62,1,1,2,L2
1680,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,47.90,93.37,93.51,72.33,1,1,2,L2
1682,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,47.90,100.00,100.00,75.57,2,1,2,L3
1683,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,46.93,100.00,100.00,75.89,2,1,2,L3
1684,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,51.46,89.81,88.44,70.55,2,1,2,L3
1686,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,51.46,100.00,100.00,77.99,2,1,2,L3
1687,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,50.16,100.00,100.00,73.46,2,1,2,L3
1688,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,56.31,89.81,88.44,69.58,2,1,2,L3
1690,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,36.25,100.00,100.00,79.29,2,1,2,L3
1691,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,41.75,99.68,100.00,78.32,2,1,2,L3
1692,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,40.45,100.00,100.00,82.04,2,1,2,L3
1694,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,53.07,100.00,100.00,74.60,2,1,2,L3
1695,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,48.22,99.84,100.00,73.62,2,1,2,L3
1696,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,49.19,89.81,88.44,69.58,2,1,2,L3
1697,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,50.49,99.51,100.00,74.76,2,1,2,L3
1698,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,50.49,100.00,100.00,73.30,2,1,2,L3
1699,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,51.78,94.34,94.19,71.36,2,1,2,L3
1701,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1702,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1703,0,CRNN,RCNN,Small,None,None,None,0.00,90.45,91.39,90.45,0,0,0,L0
1705,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,54.69,100.00,100.00,76.54,2,1,2,L3
1706,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,49.84,100.00,100.00,75.24,2,1,2,L3
1708,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1709,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1710,0,CRNN,RCNN,Small,None,None,None,0.00,91.75,93.88,91.75,0,0,0,L0
1712,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1713,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1714,0,CRNN,RCNN,Small,None,None,None,0.00,92.72,95.52,92.72,0,0,0,L0
1716,1,CRNN,MalConvBase,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1717,1,CRNN,MalConvPlus,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1718,1,CRNN,RCNN,Small,operator,interleaved,targeted,100.00,94.50,95.08,47.57,2,3,1,L1
1720,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
1721,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
1722,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,94.50,95.08,47.57,2,1,1,L2
1724,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1725,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1726,0,CRNN,RCNN,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1728,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1729,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,99.84,100.00,50.00,1,1,1,L2
1730,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,94.50,95.08,47.57,1,1,1,L2
1732,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1733,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,99.84,99.68,49.84,1,2,1,L1
1734,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,89.81,88.44,44.01,1,2,1,L1
1736,1,CRNN,MalConvBase,Small,constant,shared,stochastic-untargeted,49.19,100.00,100.00,75.40,1,2,2,L2
1737,1,CRNN,MalConvPlus,Small,constant,shared,stochastic-untargeted,45.95,99.68,99.68,75.89,1,2,2,L2
1739,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1740,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,99.84,100.00,50.00,1,2,1,L1
1741,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1743,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1744,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,99.84,100.00,50.00,1,2,1,L1
1745,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1747,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,100.00,100.00,100.00,50.00,2,1,1,L2
1748,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,100.00,99.84,100.00,50.00,2,1,1,L2
1749,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,100.00,94.50,95.08,47.57,2,1,1,L2
1751,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1752,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.19,99.67,99.19,0,0,0,L0
1754,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1755,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,100.00,99.68,0,0,0,L0
1756,0,CRNN,RCNN,Small,None,None,None,0.00,97.41,96.81,97.41,0,0,0,L0
1757,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,47.90,100.00,100.00,77.35,1,1,2,L2
1758,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,43.37,99.84,100.00,74.76,1,1,2,L2
1759,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,53.72,91.75,94.18,70.71,1,1,2,L2
1760,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1761,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1762,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,99.68,100.00,50.00,1,3,1,L1
1764,1,CRNN,MalConvBase,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1765,1,CRNN,MalConvPlus,Small,operator,shared,targeted,100.00,99.84,99.68,49.84,2,2,1,L1
1766,1,CRNN,RCNN,Small,operator,shared,targeted,100.00,94.50,95.08,47.57,2,2,1,L1
1768,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1769,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1770,0,CRNN,RCNN,Small,None,None,None,0.00,90.61,92.26,90.61,0,0,0,L0
1772,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,49.51,100.00,100.00,74.76,2,1,2,L3
1773,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,51.46,99.84,100.00,74.92,2,1,2,L3
1775,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1776,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.84,100.00,50.00,1,3,1,L1
1777,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,92.56,95.50,47.90,1,3,1,L1
1779,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1780,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1782,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1783,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1784,0,CRNN,RCNN,Small,None,None,None,0.00,99.19,98.72,99.19,0,0,0,L0
1786,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1787,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1788,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,91.75,92.72,46.44,1,2,1,L1
1790,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1791,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1792,0,CRNN,RCNN,Small,None,None,None,0.00,95.15,96.97,95.15,0,0,0,L0
1794,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,56.31,100.00,100.00,74.27,1,1,2,L2
1795,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,51.46,100.00,100.00,75.40,1,1,2,L2
1796,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1797,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1798,0,CRNN,RCNN,Small,None,None,None,0.00,90.61,93.73,90.61,0,0,0,L0
